-0.059569,-0.0094638,-8.3708e-05,150.81,1.044e-05,0.3,2.2508e-07
-0.059569,-0.0050983,-0.00040798,151.61,6.847e-06,0.29995,0.020999
-0.059569,-0.007527,0.0044925,150.62,4.0274e-06,0.29982,0.041995
-0.059569,-0.010588,0.004857,151.38,1.8272e-06,0.2996,0.062982
-0.059568,-0.0079585,0.0058094,149.02,1.0633e-07,0.29928,0.083957
-0.059567,0.010171,-0.00036734,151.4,-1.2627e-06,0.29888,0.10492
-0.059567,0.0072964,0.0058639,148.22,-2.3958e-06,0.29838,0.12586
-0.059566,-0.013579,-0.0024566,150.42,-3.3981e-06,0.2978,0.14677
-0.059565,-0.010259,0.0068538,151.49,-4.3647e-06,0.29712,0.16766
-0.059563,-0.00057046,-0.0013476,148.57,-5.3818e-06,0.29636,0.18851
-0.059562,0.0079793,0.0032422,151.56,-6.527e-06,0.29551,0.20933
-0.05956,-0.0041912,-0.00021969,148.4,-7.8701e-06,0.29456,0.23011
-0.059559,0.014558,0.0021641,151.47,-9.4742e-06,0.29353,0.25085
-0.059557,-0.0024365,-0.0010694,149.9,-1.1396e-05,0.29241,0.27153
-0.059555,0.00083084,0.0060686,150.51,-1.3685e-05,0.2912,0.29217
-0.059553,0.0037139,-0.003062,148.42,-1.6389e-05,0.28991,0.31275
-0.05955,0.013639,7.8565e-05,151.91,-1.9546e-05,0.28852,0.33327
-0.059548,0.01465,0.0063541,151.27,-2.3195e-05,0.28705,0.35372
-0.059545,-0.010209,-0.0037975,149.76,-2.7367e-05,0.28549,0.37411
-0.059542,-0.0065328,-5.6195e-05,151.62,-3.2092e-05,0.28384,0.39443
-0.05954,0.011485,0.0057865,150.29,-3.7396e-05,0.2821,0.41467
-0.059536,-0.0056724,-0.0033281,150.5,-4.3303e-05,0.28028,0.43483
-0.059533,0.013926,-0.002756,148.2,-4.9835e-05,0.27837,0.45491
-0.05953,-0.00095192,0.0060357,151.47,-5.7011e-05,0.27637,0.4749
-0.059527,0.0095846,-0.0018661,148.57,-6.4848e-05,0.27429,0.4948
-0.059523,0.01336,0.0012125,151.47,-7.3364e-05,0.27212,0.5146
-0.059519,0.014065,-0.0015193,149.37,-8.2574e-05,0.26986,0.53431
-0.059515,0.0062222,0.0029765,150.16,-9.2491e-05,0.26753,0.55391
-0.059511,0.0026538,0.0016018,151.85,-0.00010313,0.2651,0.57341
-0.059507,0.0068413,0.0030217,148.69,-0.0001145,0.2626,0.59279
-0.059503,-0.014681,0.0063778,149.92,-0.00012662,0.26,0.61206
-0.059498,0.0089951,0.0048285,150.98,-0.00013949,0.25733,0.63121
-0.059494,-0.011891,0.0060629,151.49,-0.00015314,0.25457,0.65024
-0.059489,0.014884,0.0043078,151.16,-0.00016756,0.25173,0.66915
-0.059484,0.0067445,0.0053997,151.76,-0.00018278,0.24881,0.68792
-0.059479,0.0039028,0.0050599,151.5,-0.00019879,0.24581,0.70656
-0.059474,-0.011547,-0.0021861,149.09,-0.00021562,0.24272,0.72507
-0.059469,-0.014388,0.0042444,151.3,-0.00023327,0.23956,0.74343
-0.059464,0.014429,-0.0047418,151.34,-0.00025176,0.23631,0.76165
-0.059458,0.0094601,0.00057377,150.86,-0.00027108,0.23299,0.77972
-0.059453,0.0063266,-0.0043514,149.36,-0.00029126,0.22959,0.79764
-0.059447,-0.011115,0.0062549,150.95,-0.00031231,0.22611,0.8154
-0.059441,0.0071456,-0.0057031,148.46,-0.00033422,0.22255,0.83301
-0.059435,0.0065703,-0.0033159,148.17,-0.00035702,0.21891,0.85045
-0.059429,-0.0079169,-0.0021916,151.73,-0.00038071,0.2152,0.86772
-0.059423,0.013344,-0.004959,151.02,-0.0004053,0.21141,0.88483
-0.059417,-0.0089295,0.0020682,149.01,-0.0004308,0.20755,0.90176
-0.05941,0.014385,0.0051621,150.53,-0.00045721,0.20361,0.91851
-0.059404,-0.01212,9.0643e-05,148.91,-0.00048454,0.1996,0.93509
-0.059397,0.011154,0.0031558,149.7,-0.00051279,0.19552,0.95148
-0.05939,0.014539,-0.0019931,150.59,-0.00054198,0.19136,0.96768
-0.059384,-0.013327,0.00064343,150.39,-0.00057211,0.18713,0.98369
-0.059377,0.0084093,-0.00562,148.6,-0.00060317,0.18283,0.9995
-0.05937,0.0025832,-0.0049378,149.73,-0.00063518,0.17846,1.0151
-0.059363,0.0022944,-0.001821,149.39,-0.00066812,0.17402,1.0305
-0.059355,-0.0035183,0.004688,148.8,-0.00070201,0.16952,1.0457
-0.059348,-0.0077403,0.00017909,150.59,-0.00073683,0.16494,1.0608
-0.059341,0.01033,0.0062957,151.22,-0.00077259,0.16029,1.0755
-0.059333,0.0020927,-0.0011934,149.77,-0.00080927,0.15558,1.0901
-0.059325,-0.0030632,-0.0016662,148.91,-0.00084688,0.15081,1.1045
-0.059318,0.0023771,-0.00035999,149.02,-0.0008854,0.14597,1.1186
-0.05931,0.0075256,-0.0016726,148.5,-0.00092482,0.14106,1.1325
-0.059302,0.012752,-0.0033779,149.94,-0.00096513,0.13609,1.1462
-0.059294,-0.0088134,0.0010043,151.14,-0.0010063,0.13106,1.1597
-0.059286,0.0020766,0.005402,150.93,-0.0010484,0.12597,1.1729
