,y,x1,x2,y_1,e_1,y_2,e_2,y_3,e_3,y_4,e_4,y_5,e_5,y_6,e_6
39,-0.059458,0.0076679167287629,0.0022003224886498,-0.0637541187524282,1.8456636334965275e-05,-0.059712754253241775,6.489972954477577e-08,-0.06254424235150496,9.524891852222907e-06,-0.06214818567613866,7.237098972101639e-06,-0.06061418242720463,1.3367578049767928e-06,-0.05920445651279658,6.428429990326999e-08
40,-0.059453,0.0051280474811251,0.0020348462227647,-0.06381697056813852,1.9044239119579273e-05,-0.0599635005042694,2.606107648593128e-07,-0.06284070654218546,1.1476555615966169e-05,-0.06251214219115976,9.358350945733753e-06,-0.061077817484437545,2.6400318577339557e-06,-0.05967376167110409,4.8735715428669894e-08
41,-0.059447,-0.0090093016395387,0.00215873715908,-0.0641663637557538,2.2272394259122585e-05,-0.061397835162309726,3.8057578305040157e-06,-0.06448035320103149,2.5334644446333922e-05,-0.06453619921937499,2.5899948694487037e-05,-0.06369033420953388,1.80058852138005e-05,-0.062381480766869106,8.611177371124698e-06
42,-0.059441,0.0057918907598279,0.0019648800449119,-0.06380059189244393,1.9006041468662824e-05,-0.05989814226059993,2.089790464264154e-07,-0.06276531855700768,1.1051093868465596e-05,-0.06241753267354814,8.859746756699626e-06,-0.060957048205935886,2.298402162721417e-06,-0.059550741953806136,1.2043296425187818e-08
43,-0.059435,0.0053255793578282,0.0018437389110787,-0.06381217043012144,1.9159620974329497e-05,-0.05994464259265737,2.5973557225052116e-07,-0.06282148937172677,1.1468310264818353e-05,-0.06248480671694079,9.30132101069714e-06,-0.06104285476472745,2.5851969444567534e-06,-0.0596374204515075,4.0974039188500085e-08
44,-0.059429,-0.0064170706387822,0.0017721539935461,-0.0641024558399711,2.184118948815991e-05,-0.06113089204623557,2.896436537039887e-06,-0.06418528953831533,2.2622290172287824e-05,-0.06416663717299528,2.2445205982946716e-05,-0.06320977950606618,1.4294293673490029e-05,-0.061874472318791826,5.980334861977058e-06
45,-0.059423,0.0108160252881696,0.0016381339639635,-0.06367654643107314,1.809265724129504e-05,-0.05940782746008513,2.3020596746812956e-10,-0.062192219996864785,7.668579391035819e-06,-0.061701322522054694,5.190753514501677e-06,-0.06004724763623893,3.896851113498927e-07,-0.058631855158287435,6.259101605683938e-07
46,-0.059417,-0.0072378370661503,0.0016630332240236,-0.0641227906020291,2.214446519014548e-05,-0.06121606719722503,3.2366427801311226e-06,-0.06428288480678239,2.3676834952875714e-05,-0.06428472390888128,2.3694736053094448e-05,-0.06336337925838473,1.5573909251009213e-05,-0.062035177689496256,6.854854413775964e-06
47,-0.05941,0.011659811433627,0.001749277556997,-0.06365564179549334,1.8025474255639905e-05,-0.05932581432443421,7.087227970467505e-09,-0.06209303852628424,7.198695733525528e-06,-0.06158037735423959,4.7105378597960435e-06,-0.059894544338362596,2.3478321583924816e-07,-0.05847952345617504,8.657865986084368e-07
48,-0.059404,-0.0098239078606576,0.0017263734563896,-0.06418668570751787,2.2874082576895732e-05,-0.061484445257217954,4.328252468280685e-06,-0.06458326477216891,2.6824783580229923e-05,-0.06465487379481633,2.7571675609088813e-05,-0.06384551349606132,1.9727042135694893e-05,-0.06254352264709925,9.856602451649113e-06
49,-0.059397,0.0090409132242388,0.0017655583111561,-0.0637203686311848,1.869151632111273e-05,-0.05958000181057586,3.34896626740424e-08,-0.06239421126676696,8.983275377634819e-06,-0.06195413646745773,6.538946913202218e-06,-0.060367501362922606,9.418728954346382e-07,-0.05895393335149489,1.9630805501755036e-07
50,-0.05939,0.0117846366655199,0.0017044762154934,-0.0636525756973245,1.8169551575421518e-05,-0.059313905289642546,5.7904049443845414e-09,-0.06207953972824744,7.2336239498213094e-06,-0.06156279241067926,4.7210268599053955e-06,-0.05987231037248271,2.3262329540441145e-07,-0.058457127246907784,8.702515734618485e-07
51,-0.059384,-0.0108022458794541,0.0016962799720479,-0.06421088122524521,2.3298782362624697e-05,-0.061586815761552796,4.852397279345428e-06,-0.0646979922512942,2.8238513646814846e-05,-0.06479512289258012,2.9280250958604627e-05,-0.06402863496404987,2.157263394927453e-05,-0.06273723106042531,1.1244158544601041e-05
52,-0.059377,0.0068161871594577,0.0015780481873781,-0.06377544025179135,1.93462766485784e-05,-0.05979855798435985,1.777111341775425e-07,-0.06265433655908109,1.0740934921489497e-05,-0.06227294228171288,8.386481699012406e-06,-0.06077261458258674,1.947740063128758e-06,-0.059362145543045426,2.2065489141526358e-10
53,-0.05937,0.0020938216819843,0.0014741651126641,-0.06389221238083294,2.045040481735872e-05,-0.06026741230379752,8.05348843007176e-07,-0.06320228395698663,1.4686400326977085e-05,-0.06294899640168475,1.280921524327238e-05,-0.06163707151874854,5.13961327112081e-06,-0.06024258616637942,7.614066177567307e-07
54,-0.059363,0.0018597338445126,0.0014345078744276,-0.06389801566750637,2.0566367104528274e-05,-0.06029098394350223,8.611541993979463e-07,-0.0632301310614194,1.495470264619479e-05,-0.06298269205212063,1.3102170552185294e-05,-0.061680339114673674,5.370060572396572e-06,-0.060286800451590086,8.53407274358049e-07
55,-0.059355,-0.0028517702166791,0.0015129780124536,-0.06401444065122021,2.171038718224342e-05,-0.06076651977398666,1.9923880723553503e-06,-0.06377528733673406,1.953894013929148e-05,-0.06365705656443786,1.850769068362291e-05,-0.06254940495789918,1.0204223035050871e-05,-0.06118431467320164,3.3463921735908188e-06
56,-0.059348,-0.0062739268988323,0.0014985284326048,-0.06409903566760354,2.257233991484104e-05,-0.06111718260012915,3.1300070725997357e-06,-0.06417360217726632,2.3286436373237495e-05,-0.0641473850819757,2.3034097165090965e-05,-0.06318499234891721,1.4722510285649225e-05,-0.061847333731003484,6.246669098931808e-06
57,-0.059341,0.0083730171782667,0.0015891130179635,-0.0637369537930118,1.9324409750294797e-05,-0.059645832122880035,9.292262313955023e-08,-0.06247453622308953,9.819049261414211e-06,-0.062050403719115806,7.34086851315857e-06,-0.06048958750121899,1.319253247956482e-06,-0.05907620644373181,7.011562744115538e-08
58,-0.059333,0.0016962452128711,0.0015543295042399,-0.06390200508041728,2.087580742487896e-05,-0.06030693838227823,9.485559724747366e-07,-0.06324684833513672,1.5318208790452485e-05,-0.06300553295398523,1.3487498298107481e-05,-0.06170965824464401,5.648504411834348e-06,-0.06031738655718703,9.690168939705464e-07
59,-0.059325,-0.0024828873398322,0.0015177033003112,-0.06400532057495187,2.190540068431776e-05,-0.06072896105661748,1.971106648498462e-06,-0.06373234381673552,1.9424679518916825e-05,-0.06360419263119886,1.8311489574906607e-05,-0.06248105757036644,9.960699387467307e-06,-0.061113377515710415,3.198294138698547e-06
60,-0.059318,0.0019267666151459,0.0015033968480821,-0.06389632903222958,2.0961096727356235e-05,-0.06028402977923986,9.332135343782133e-07,-0.06322109022956789,1.5234113340148273e-05,-0.06297277239367201,1.3357361249547e-05,-0.06166759277114368,5.520586190210611e-06,-0.06027401007856197,9.139552703120634e-07
61,-0.05931,0.0060999010722908,0.001472567867197,-0.06379319090083294,2.0099000653311215e-05,-0.059869460614370984,3.1299617903235705e-07,-0.06273901385845906,1.1758136041504306e-05,-0.06237585498431938,9.39946678487596e-06,-0.060903733690854785,2.5399870773656093e-06,-0.059494607817515054,3.4080046287670745e-08
62,-0.059302,0.0103361776434906,0.0014069434038172,-0.0636885070361615,1.9241443978294305e-05,-0.059455129216419614,2.344855692128475e-08,-0.06225182487113857,8.701466770387668e-06,-0.06177094602549558,6.095694476810409e-06,-0.060135160677330816,6.941567142503439e-07,-0.05871903754412934,3.3984522495475124e-07
63,-0.059294,-0.0071437318101584,0.0014019488408885,-0.06412057715099591,2.3295846994515784e-05,-0.061207334228618966,3.6608478704049363e-06,-0.06427664900169933,2.4826791074135298e-05,-0.06427243301477742,2.4784795282625787e-05,-0.06334763485112342,1.643195550624241e-05,-0.062017532032122444,7.417626729997011e-06
64,-0.059286,0.0016831953022641,0.0014679333124898,-0.06390236492190858,2.1310825092228028e-05,-0.0603085513968271,1.0456113591530582e-06,-0.0632499619711548,1.5712994508761484e-05,-0.06300780730000724,1.3851849578387196e-05,-0.06171259098927087,5.888343829210593e-06,-0.06032003760749315,1.0692337737101671e-06
65,-0.059278,-0.009239498820432,0.0014646828257691,-0.06417235320149481,2.3954693260982507e-05,-0.06142455220416812,4.607686365219027e-06,-0.06451980413700724,2.7476510610746233e-05,-0.0645723595338429,2.8030242873593196e-05,-0.06373817852812351,1.989319250273402e-05,-0.06242900964717293,9.92886179657687e-06
66,-0.05927,0.0087134496288836,0.0014541817092785,-0.06372859720606378,1.9879089045919673e-05,-0.059613007640970966,1.1765424176446516e-07,-0.0624378387298426,1.0035202218290747e-05,-0.062002427447087276,7.46615975359587e-06,-0.06042860133493056,1.3423570533028702e-06,-0.059014191592432125,6.543794138241383e-08
67,-0.059261,0.0131025965814794,0.0014500478884626,-0.06362010816610351,1.9001824003790334e-05,-0.05918776234661093,5.363753873937388e-09,-0.06193293016670946,7.139210815772051e-06,-0.06137612118561571,4.473737629840398e-06,-0.05963677826567048,1.4120930495031302e-07,-0.0582212328670912,1.0811156906773842e-06
68,-0.059253,-0.0059862614780611,0.0014874143746239,-0.0640919299559711,2.3415243118794467e-05,-0.06108759015347089,3.365721031212354e-06,-0.06414031223841661,2.388582091577678e-05,-0.06410622391282411,2.355378234800778e-05,-0.06313153555933096,1.5043038084994715e-05,-0.06179129406707779,6.442936770962314e-06
69,-0.059244,-0.0011599019924588,0.0013998638200819,-0.06397266989636742,2.236031898881149e-05,-0.060595147982310894,1.825600870102806e-06,-0.06358088739412561,1.8808592269325638e-05,-0.06341523849227604,1.7399230559445292e-05,-0.062237113197368306,8.958726612260335e-06,-0.060860177173505774,2.612028656161118e-06
70,-0.059236,0.005684735593229,0.0014014670779247,-0.06380348362584583,2.0861906672369777e-05,-0.05991067497871137,4.5518632689919557e-07,-0.0627882942476654,1.2618794421996687e-05,-0.06243556122500317,1.0237192032543801e-05,-0.060979884571309366,3.0411333980508616e-06,-0.05957161523928159,1.1263758883804024e-07
71,-0.059227,0.0119378312682975,0.0013182199572419,-0.06364895568053452,1.9553692040611534e-05,-0.059300357564330906,5.381332244562794e-09,-0.062069264231399066,8.078465961090511e-06,-0.061542854032641675,5.3631799005027e-06,-0.05984683101711962,3.84190489783542e-07,-0.058430125707223175,6.350086384885675e-07
72,-0.059219,-0.0002810107769151,0.001319337537097,-0.06395098022717924,2.2391636870415267e-05,-0.060506600797793436,1.6579158144782912e-06,-0.0634803899674442,1.8159444454634128e-05,-0.06328974127326889,1.657093451389482e-05,-0.06207534094631418,8.158683601590977e-06,-0.06069273596676379,2.1718976997332054e-06
73,-0.05921,0.0050672559720864,0.0012601251861374,-0.06381880745100774,2.1241106120464438e-05,-0.05997220781512525,5.809607534380117e-07,-0.06286226872131781,1.333906681271644e-05,-0.06252454385387314,1.0986200959248221e-05,-0.06109348457457267,3.547514142653199e-06,-0.05968650714928347,2.2705906331825777e-07
74,-0.059201,-0.0059239299174601,0.0012091929753057,-0.06409050927980428,2.390730099729221e-05,-0.061082207582567195,3.5389419687083236e-06,-0.06413808533205236,2.4374811575966547e-05,-0.06409855855911478,2.3986079839958494e-05,-0.06312182229231202,1.5372847447890878e-05,-0.061779945507801116,6.650959932207575e-06
75,-0.059192,0.0070190686889563,0.0011883161278332,-0.06377059357437652,2.0963519119321933e-05,-0.05977990662616389,3.4563420108740877e-07,-0.0626382195237025,1.1876429005548323e-05,-0.062245818062061274,9.325804756171666e-06,-0.060737948399136266,2.3899564527919775e-06,-0.05932545975978712,1.7811507482435132e-08
76,-0.059183,-0.0001914284091956,0.001246270472756,-0.06394879745598955,2.2712825391516503e-05,-0.06049781880382786,1.7287484868993266e-06,-0.06347133934506424,1.8389854338426023e-05,-0.0632772515962051,1.676289613302806e-05,-0.062059276258906185,8.272965117547361e-06,-0.06067585751002489,2.2286235452377163e-06
77,-0.059175,-0.0073631486301155,0.0012705372125008,-0.06412605738566134,2.4512969236111683e-05,-0.06123052127534373,4.225167713390721e-06,-0.06430457498201445,2.631253949610851e-05,-0.06430446004712809,2.6311360375083293e-05,-0.06338942903701802,1.7761412108060688e-05,-0.062060875512353154,8.32827747279959e-06
78,-0.059166,0.0007354232542123,0.001218765460119,-0.06392589942656063,2.2656642550972168e-05,-0.06040456049159074,1.5340320913294955e-06,-0.06336438036643705,1.762639770128403e-05,-0.06314466288417338,1.5829758345898793e-05,-0.06188858112688565,7.4124479924739336e-06,-0.06049987689058868,1.7792275592465173e-06
79,-0.059156,-0.0042032059902826,0.0011976725342252,-0.06404798143956232,2.3931482405022235e-05,-0.060905630628449274,3.0612073360078007e-06,-0.06393811109260411,2.2868586502007278e-05,-0.06385210123735531,2.2053366831490074e-05,-0.06280209815230202,1.3294031736220194e-05,-0.061445911477477515,5.2436945746832535e-06
80,-0.059147,0.0094988759256639,0.001206527557453,-0.06370928990478045,2.0814489175261598e-05,-0.05953719964156072,1.5225576027411594e-07,-0.062352002915318,1.0272043687196882e-05,-0.06189146281674285,7.532076152484098e-06,-0.06028770702663935,1.3012125206243984e-06,-0.0588714010651776,7.595477287523874e-08
81,-0.059138,-0.0061846849635635,0.0012024108523541,-0.06409695754247119,2.4591259908031863e-05,-0.06110908991054325,3.885195435445386e-06,-0.0641685605755063,2.5306539703838195e-05,-0.06413594480417009,2.4979452265530788e-05,-0.06317039371186368,1.6260199047477756e-05,-0.06183078302743683,7.2510804328518476e-06
82,-0.059129,-0.0083892282473437,0.0011305000593515,-0.06415148041229114,2.5225309491848195e-05,-0.06133740120707844,4.877035891425495e-06,-0.06442664734509389,2.8065067392980305e-05,-0.06445207191609509,2.8335094623920223e-05,-0.06358177191740443,1.9827177748425474e-05,-0.06226264237167603,9.819714513563369e-06
83,-0.05912,-0.0067665812880821,0.0010787183860109,-0.0641113942060697,2.491401612038623e-05,-0.061169567438665425,4.200726685637553e-06,-0.06423852974965195,2.6199346798072106e-05,-0.06421986213794215,2.6008593826015852e-05,-0.06327958671361418,1.7302161628075627e-05,-0.06194473345768675,7.979119106974957e-06
84,-0.05911,0.0026531035651406,0.0011324916552698,-0.06387853547443942,2.2738930570987145e-05,-0.06021268131365213,1.215906079477579e-06,-0.06314384075196057,1.6271871212177792e-05,-0.0628705500407878,1.414173660926911e-05,-0.06153645107026555,5.887664796392816e-06,-0.06013807198490809,1.056932006152848e-06
85,-0.059101,0.0033393181191697,0.0010588313273809,-0.06386160541990343,2.2663363964013936e-05,-0.06014448130430807,1.0888532324404724e-06,-0.06306578617477875,1.571952941171667e-05,-0.06277269477814275,1.3481342543840722e-05,-0.0614110007563359,5.336103494272412e-06,-0.06000943944253613,8.252622207553541e-07
86,-0.059092,0.0135411060000121,0.0010331614070271,-0.0636094489597857,2.0407345104268865e-05,-0.05914693816947146,3.0182024648750874e-09,-0.06189047681916549,7.831472507406618e-06,-0.061315708730754266,4.944880519232755e-06,-0.05956037323990379,2.1937349185797544e-07,-0.05814356308778429,8.995325764532697e-07
87,-0.059082,0.0164769306098555,0.0009914965232724,-0.06353689929687925,1.9846127745335224e-05,-0.058866903919483696,4.6266323853477564e-08,-0.061554679902657894,6.114145901008239e-06,-0.060897941775938186,3.297644533597523e-06,-0.05903619402425736,2.098187413735543e-09,-0.057624377307374,2.1246639140582817e-06
88,-0.059073,0.0129032004318324,0.0009414599192792,-0.0636252562565032,2.0723037024872512e-05,-0.0592084973389595,1.8359528865105006e-08,-0.06196544674260433,8.366248158802412e-06,-0.0614070798384896,5.447928692443637e-06,-0.05967534341599061,3.6281759078723497e-07,-0.05825760066971829,6.648760678238662e-07
